Structure [idcode],Compound-ID,Product-ID,Provider,Molweight,Substance Name,Amount (g),Price,Currency,Stock (g),Smiles
dg\BPIWSCDzHrJJIQQXlLADMT@@ !Bb@JH__x@b@K~_x`BbGw~@K_}bOw~@H`Bb@H,,EN300-46762911,Enamine,281.49,6-bromo-2-chloro-3-hydroxy-4-methoxybenzoic acid,0.1,140,USD,10,COc1cc(Br)c(C(O)=O)c(Cl)c1O
dg\BPFE]BHnHrJJJJJE]LAQCT@@ !BmpK~@K]}mpJH@oy?mpK~@K]}?`BH_X`BmpH,,EN300-642989,Enamine,237.04,"2,5-dichloro-3-hydroxy-6-methoxybenzoic acid",0.1,257,USD,3.139,COc(c(C(O)=O)c(c(O)c1)Cl)c1Cl
defHPNHHbXaIf^FFBB@@@ !BmpK~@K]}bOrw?K\B?`Bw?]hv,,EN300-73977,Enamine,180.03,2-amino-6-chlorophenol hydrochloride,1,19,USD,1.054,Nc1cccc(Cl)c1O.Cl
deVH`IHHaIf]vzB@l@@ !BmpJw__x@?g~w@k\B?`C~@Ox@,,EN300-14217,Enamine,153.57,3-chloro-4-hydroxybenzonitrile,0.25,19,USD,10,N#Cc(cc1)cc(Cl)c1O
deVH`FHHaIf[nFBHH@@ !BmpK~@K]}b@Jw@oy?mpJw__x@,,EN300-7365727,Enamine,157.6,3-amino-2-chloro-6-methylphenol,1,19,USD,10,Cc(c(O)c1Cl)ccc1N
deVHPNHHbYAIf^VFBBH@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]},,EN300-140735,Enamine,161.56,2-amino-6-chloro-4-fluorophenol,0.1,118,USD,2.688,Nc1cc(F)cc(Cl)c1O
deVHPNHHbXaIf^VFBBH@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]},,EN300-123985,Enamine,178.02,"2-amino-4,6-dichlorophenol",0.25,19,USD,10,Nc1cc(Cl)cc(Cl)c1O
deVHPIHHchaIf^VFBBH@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@,,EN300-123163,Enamine,178.02,"4-amino-2,6-dichlorophenol",0.25,19,USD,10,Nc(cc1Cl)cc(Cl)c1O
deVHPIHH`YAIf]VzB@h@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-7035622,Enamine,161.56,5-amino-2-chloro-4-fluorophenol,1,19,USD,10,Nc(c(F)c1)cc(O)c1Cl
deVHPIHH`XaIf]VzB@h@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-243491,Enamine,178.02,"5-amino-2,4-dichlorophenol",0.1,19,USD,10,Nc(c(Cl)c1)cc(O)c1Cl
deVHPFHH`XaIf[nfBH`@@ !Bmww~_{\BbGvw__x@mww~_{\B,,EN300-2970683,Enamine,178.02,"3-amino-2,6-dichlorophenol",0.1,161,USD,0.278,Nc(c(Cl)c1O)ccc1Cl
deVHPFDLPhaIf[nfBH`@@ !Bmww~_{\BbGvw__x@mww~_{\B,,EN300-7094472,Enamine,222.47,4-amino-3-bromo-2-chlorophenol,0.1,342,USD,10,Nc(c(Br)c1Cl)ccc1O
deVHPAdLQhaIeYzz@Hh@@ !Bb@JH__x@b@JH@ha}?`C~@H`B,,EN300-120351,Enamine,222.47,2-amino-4-bromo-6-chlorophenol,0.1,19,USD,10,Nc1cc(Br)cc(Cl)c1O
deVHPAHHbYAIf]VzB@h@@ !Bb@JH__x@?g~H@h`B?`C~@H`B,,EN300-210744,Enamine,161.56,4-amino-2-chloro-5-fluorophenol,0.1,202,USD,2.413,Nc(c(F)c1)cc(Cl)c1O
deTHpICDZHFHRYV^n`BJ@@ !B?`Bw@h`B?`C~@K\Bb@JH@ox@,,EN300-72979,Enamine,241.9,"4-bromo-2,6-dichlorophenol",1,19,USD,10,Oc(c(Cl)cc(Br)c1)c1Cl
deTHpICDJPFHRYgUn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-197793,Enamine,225.44,4-bromo-2-chloro-5-fluorophenol,0.1,33,USD,10,Oc(c(Cl)c1)cc(F)c1Br
deTHpICDJHFHRYgUn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-179897,Enamine,241.9,"4-bromo-2,5-dichlorophenol",0.25,19,USD,10,Oc(c(Cl)c1)cc(Cl)c1Br
deTHpIBHJPFHRYgUn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-1985502,Enamine,180.99,"2,4-dichloro-5-fluorophenol",0.1,352,USD,10,Oc(c(Cl)c1)cc(F)c1Cl
deTHpIBHJHFHRYgUn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-20617,Enamine,197.45,"2,4,5-trichlorophenol",0.5,19,USD,10,Oc(c(Cl)c1)cc(Cl)c1Cl
deTHpBCDzHfHRYgea``b@@ !Bmwvw@oy??`Bw_[]}mpK~_?y?,,EN300-212292,Enamine,241.9,"2-bromo-4,6-dichlorophenol",0.1,23,USD,10,Oc(c(Cl)cc(Cl)c1)c1Br
deTHpBCDzHfPRYgea``b@@ !Bmwvw@oy??`Bw_[]}mpK~_?y?,,EN300-1238568,Enamine,225.44,2-bromo-6-chloro-4-fluorophenol,1,19,USD,10,Oc(c(Cl)cc(F)c1)c1Br
deTHpBCDZHFHRYf{i`bH@@ !Bmwvw@oy??`Bw_Xa}mwvw@oy?,,EN300-198648,Enamine,241.9,"2-bromo-3,6-dichlorophenol",0.1,151,USD,10,Oc(c(Cl)ccc1Cl)c1Br
deTHpBBlzHgDRYgea``b@@ !Bmwvw@oy??`Bw_[]}mpK~_?y?,,EN300-1238335,Enamine,333.35,4-bromo-2-chloro-6-iodophenol,0.1,54,USD,10,Oc(c(Cl)cc(Br)c1)c1I
deTHpBBHzHfHRYgea``b@@ !BbGvH@oy??`BH_Xa}b@K~_?y?,,EN300-19293,Enamine,197.45,"2,4,6-trichlorophenol",1,19,USD,10,Oc(c(Cl)cc(Cl)c1)c1Cl
deTHpBBHzPfHRYgea``b@@ !Bmwvw@oy??`Bw_[]}mpK~_?y?,,EN300-257972,Enamine,180.99,"2,4-dichloro-6-fluorophenol",0.1,27,USD,8.84,Oc(c(F)cc(Cl)c1)c1Cl
deTHpBBHFPfPRYgUn``J@@ !Bmwvw@oy??`Bw_[]}?g?~_{]},,EN300-1615092,Enamine,164.54,"2-chloro-4,5-difluorophenol",0.1,301,USD,0,Oc(cc(c(F)c1)F)c1Cl
deTHpABlJHZHRYf{i`bH@@ !BmpK~@K]}b@Jw@oy?mpK~@K]},,EN300-4710596,Enamine,288.89,"2,4-dichloro-3-iodophenol",0.1,306,USD,10,Oc(c(Cl)c1I)ccc1Cl
deTHpABlKDfHRYgUn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`B,,EN300-22994852,Enamine,333.35,4-bromo-2-chloro-5-iodophenol,0.1,57,USD,10,Oc(c(Cl)c1)cc(I)c1Br
deTHpABlJHfHRYgUn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`B,,EN300-7674036,Enamine,288.89,"2,4-dichloro-5-iodophenol",0.1,176,USD,10,Oc(c(Cl)c1)cc(I)c1Cl
deTHpABHHHfHRYgUn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`B,,EN300-6491108,Enamine,195.07,"2,5-dichloro-4-sulfanylphenol",0.1,470,USD,0.058,Oc(c(Cl)c1)cc(Cl)c1S
deTHpABHJHZHRYf{i`bH@@ !BmpK~@K]}b@Jw@oy?mpK~@K]},,EN300-1238591,Enamine,197.45,"2,3,4-trichlorophenol",0.1,75,USD,9.423,Oc(c(Cl)c1Cl)ccc1Cl
deTH`BBHRYgUn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-3218317,Enamine,156.61,"2-chloro-4,5-dimethylphenol",1,19,USD,0.894,Cc(c(C)c1)cc(O)c1Cl
deTH`BBHRYfua``b@@ !BmpJw__x@?g~w@k\Bb@K~@Ox@,,EN300-221120,Enamine,156.61,"2-chloro-3,4-dimethylphenol",0.1,684,USD,1.457,Cc(cc1)c(C)c(Cl)c1O
deTHPNCDJHrJJKPlLDDP@@ !B?`BH@k\BbGw~@Ox@b@Jw@ox@,,EN300-37355852,Enamine,221.48,3-bromo-2-chloro-6-methylphenol,0.1,301,USD,10,Cc(ccc(Br)c1Cl)c1O
deTHPICDZHRYV^n`BJ@@ !Bb@JH__x@b@JH@ha}?`C~@H`B,,EN300-20818,Enamine,221.48,4-bromo-2-chloro-6-methylphenol,0.1,19,USD,10,Cc1cc(Br)cc(Cl)c1O
deTHPICDzHrJJIRlLADP@@ !Bmwvw@oy?mww~@K]}mpK~_{]},,EN300-5509737,Enamine,221.48,4-bromo-2-chloro-3-methylphenol,0.1,19,USD,10,Cc(c(Cl)c(cc1)O)c1Br
deTHPBCDzHrJJKPlLDDP@@ !B?`BH@k\BbGw~@Ox@b@Jw@ox@,,EN300-7380006,Enamine,221.48,6-bromo-2-chloro-3-methylphenol,0.1,33,USD,10,Cc(ccc(Br)c1O)c1Cl
deTHPBCDzHRYgea``b@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@,,EN300-203031,Enamine,221.48,2-bromo-6-chloro-4-methylphenol,0.1,52,USD,10,Cc(cc1Cl)cc(Br)c1O
deTHPBBHfPRYgUn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`B,,EN300-210748,Enamine,160.57,2-chloro-5-fluoro-4-methylphenol,0.1,54,USD,10,Cc(c(F)c1)cc(Cl)c1O
deTHPBBHfHRYgen``J@@ !BmpK~@K]}b@Jw@k\Bmww~@K]},,EN300-255853,Enamine,177.03,"2,4-dichloro-6-methylphenol",0.25,19,USD,10,Cc1cc(Cl)cc(Cl)c1O
deTHPBBHfPrJJJXlLDDP@@ !Bmww~_{\BbGvw_[]}?`Bw@k]},,EN300-6482736,Enamine,160.57,2-chloro-5-fluoro-3-methylphenol,0.1,183,USD,2.954,Cc1cc(F)cc(O)c1Cl
deTHPBBHfHRYgUn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`B,,EN300-3218309,Enamine,177.03,"2,5-dichloro-4-methylphenol",0.1,232,USD,10,Cc(c(Cl)c1)cc(Cl)c1O
deTHPBBHFHRYgUn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-3218305,Enamine,177.03,"2,4-dichloro-5-methylphenol",0.1,22,USD,10,Cc(c(Cl)c1)cc(O)c1Cl
deTHPBBHfHRYfua``b@@ !Bmww~_{\BbGvw_[]}?`Bw@k\B,,EN300-156277,Enamine,177.03,"2,4-dichloro-3-methylphenol",0.1,120,USD,10,Cc(c(Cl)c(cc1)O)c1Cl
deTHPBBHDHRYg]n``J@@ !BmpJw__x@?g~w@k\B?`C~@H`B,,EN300-138712,Enamine,174.65,2-chloro-4-(methylsulfanyl)phenol,0.1,383,USD,0,CSc(cc1)cc(Cl)c1O
deTHPABlfHRYeun`HJ@@ !Bmwvw@oy?mww~@K]}?g?~_{]},,EN300-7654177,Enamine,268.48,2-chloro-5-iodo-4-methylphenol,0.1,306,USD,5.688,Cc(cc(c(O)c1)Cl)c1I
deTD`BxHaIf^vFBBH@@ !BmpK~@K]}b@Jw@k\B?`Bw_X`B,,EN300-111997,Enamine,158.58,2-chloro-6-methoxyphenol,0.1,36,USD,10,COc1cccc(Cl)c1O
deTD`BxHaIf^VFBBH@@ !BmpJw__x@?g~w@k\Bmww~@Ox@,,EN300-260904,Enamine,158.58,"3-chloro-5-methylbenzene-1,2-diol",0.1,257,USD,10,Cc(cc1O)cc(Cl)c1O
deTD`BdHaIf]vzB@h@@ !BmpJw__x@?g~w@k\B?`C~@H`B,,EN300-116795,Enamine,158.58,2-chloro-4-(hydroxymethyl)phenol,0.1,140,USD,10,OCc(cc1)cc(Cl)c1O
deTD`BdHaIf]vzB@d@@ !BmpJw__x@?g~w@k\B?`C~@H`B,,EN300-49225,Enamine,156.57,3-chloro-4-hydroxybenzaldehyde,0.25,19,USD,10,Oc(ccc(C=O)c1)c1Cl
deTD`BdHcHhhmBwPPD`@@ !BmpK~@K]}b@Jw@k\Bmww~@H`B,,EN300-50256,Enamine,156.57,3-chloro-2-hydroxybenzaldehyde,0.25,19,USD,10,Oc(c(C=O)ccc1)c1Cl
deTD`BdHaIf_VzB@d@@ !B?`BH@k\BbGw~@Ox@mpK~@H`B,,EN300-101027,Enamine,156.57,4-chloro-3-hydroxybenzaldehyde,0.25,19,USD,10,Oc(cc(C=O)cc1)c1Cl
deTD`BdHaIf[vFBBD@@ !Bmww~_{\BbGvw_[]}?`Bw@h`B,,EN300-106113,Enamine,156.57,2-chloro-3-hydroxybenzaldehyde,0.1,19,USD,10,Oc(cccc1C=O)c1Cl
deTD`BDHaIf]vzB@h@@ !BmpJw__x@?g~w@k\B?`C~@H`B,,EN300-196317,Enamine,158.58,2-chloro-4-methoxyphenol,0.5,19,USD,10,COc(cc1)cc(Cl)c1O
deTD`BDHaIf_VzB@h@@ !B?`BH@k\BbGw~@Ox@mpK~@H`B,,EN300-1615085,Enamine,158.58,2-chloro-5-methoxyphenol,0.1,767,USD,0,COc(cc1)cc(O)c1Cl
deTDPBxHbXcHhhmBppPQ@@@ !Bb@K~@Ha}mpJH@h`B?`BH_X`B,,EN300-125213,Enamine,179,"3,6-dichlorobenzene-1,2-diol",0.1,158,USD,10,Oc(c(O)c(cc1)Cl)c1Cl
deTDPBdH`XaIf]VzB@h@@ !Bmwvw@oy??`Bw_[]}?g?~_{]},,EN300-21608,Enamine,179,"4,6-dichlorobenzene-1,3-diol",0.5,19,USD,10,Oc(c(Cl)c1)cc(O)c1Cl
deTDPAdLQhaIeYzz@Hh@@ !Bb@JH__x@b@JH@ha}?`C~@H`B,,EN300-176610,Enamine,223.45,"5-bromo-3-chlorobenzene-1,2-diol",0.1,221,USD,2.168,Oc1cc(Br)cc(Cl)c1O
dcvHpEHHbXcXaIf^\[hHBh@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@KZU`,,EN300-213070,Enamine,228.51,"2-(aminomethyl)-4,6-dichlorophenol hydrochloride",0.1,132,USD,2.854,NCc1cc(Cl)cc(Cl)c1O.Cl
dcvHpEHHchcXcHhhmDPppPQP@@ !BbOrH?_x@?g~H?Hc|bOw~@Ox@bOpd]`,,EN300-37395419,Enamine,228.51,"4-(aminomethyl)-2,6-dichlorophenol hydrochloride",0.1,158,USD,7.259,NCc(cc1Cl)cc(Cl)c1O.Cl
dcvHPAHHcXaIf]x[hHBh@@ !BmpJw?_x@?g~w@k\B?`C~@H`BmpKZe`,,EN300-37416602,Enamine,208.09,2-chloro-4-(dimethylamino)phenol hydrochloride,0.1,238,USD,10,CN(C)c(cc1)cc(Cl)c1O.Cl
dcnH`NHHaIf^uXUvB@@@@@ !Bm?rw?_x@?g~w?K_|m?w~@K_|m?s~@@,,EN300-132918,Enamine,179.61,7-chloroquinolin-8-ol,0.1,62,USD,0.088,Oc(c(nccc1)c1cc1)c1Cl
dcnH`IHHaIf^u[evB@@@@@ !Bm?rw?_x@?g~w?K_|?`Bw?[_|m?rw?P,,EN300-6472819,Enamine,179.61,6-chloroquinolin-5-ol,0.1,470,USD,10,Oc(c1c(cc2)nccc1)c2Cl
dcnH`EHHaIf]U[evB@@@@@ !Bm?s~@K_}bOrw?K_|m?vw?[_|m?rw?P,,EN300-26635421,Enamine,179.61,7-chloroisoquinolin-6-ol,0.1,783,USD,0,Oc(c(Cl)c1)cc2c1cncc2
dclL`BZPbLbbbbTOKNpQEDP@@ !B?`Bw?Hc|m?w~@Hc}?`Bw?K_|bOs~@@,,EN300-30899506,Enamine,186.59,"5-chloro-2,3-dihydro-1,4-benzodioxin-6-ol",0.1,342,USD,10,Oc1ccc2OCCOc2c1Cl
dclLPBGPbIBDfYu]neXHBiH@@ !BbGw~_xc|m?vH?Xa}bOq`FfAeKF\@?`,,EN300-373521,Enamine,202.62,"6-chloro-5-hydroxy-2H-1,3-benzoxathiol-2-one",0.1,518,USD,5.304,Oc(cc(c(O1)c2)SC1=O)c2Cl
dclH`BBHRYgmVy]``@@@@ !Bm?rw?_x@?g~w?K_|?`Bw?[_|m?rw?P,,EN300-125394,Enamine,178.62,2-chloronaphthalen-1-ol,0.1,98,USD,10,Oc(c(cccc1)c1cc1)c1Cl
dclH`BBHRYfuvE]``@@@@ !B?`BH?K_|bOw~@Ox@m?vw?K_|m?rw?P,,EN300-333389,Enamine,178.62,1-chloronaphthalen-2-ol,0.25,19,USD,10,Oc(ccc1c2cccc1)c2Cl
dclHPBBHTHRYfyVE]``bd`@ !B?g~w_Xa}mpK~_?y?XAjH_[]}XFTlYp,,EN300-24758745,Enamine,198.67,4-chloro-6-methyl-1-benzothiophen-5-ol,0.1,1104,USD,0.912,Cc1cc([s]cc2)c2c(Cl)c1O
dclD`BtHaIf[WXYVBBJR@@ !B?g~w?Xc}m?s~_?y?XAjH?VAeKF\ZGp,,EN300-1168854,Enamine,182.61,"4-chloro-5-hydroxy-2,3-dihydro-1H-inden-1-one",0.1,152,USD,0.809,Oc(ccc1c2CCC1=O)c2Cl
dclD`BTHaIf]V[ivB@ib@@ !BbOs~@Hc}m?rH?Hc|bOu`YV@ZFa|lF@,,EN300-1266426,Enamine,182.61,"6-chloro-5-hydroxy-2,3-dihydro-1H-inden-1-one",0.1,518,USD,1.813,Oc(cc(CCC1=O)c1c1)c1Cl
dcNLaFI]BHZ]yIf[fxXH`f@@ !BmpK~@K]}b@Jw@oy?mpJw__x@bOvw?P,,EN300-1179636,Enamine,187.58,2-chloro-6-methyl-3-nitrophenol,0.5,19,USD,10,Cc(c(O)c1Cl)ccc1[N+]([O-])=O
dcNLaAI]BHF]yIf]V[hHBf@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@?`BH_P,,EN300-119274,Enamine,187.58,2-chloro-5-methyl-4-nitrophenol,0.1,77,USD,10,Cc(c([N+]([O-])=O)c1)cc(O)c1Cl
dcNL`NI]BHrJJKPjLLDDS@@@ !Bb@K~@Ha}mpJH@h`B?`BH_X`BbGw~@@,,EN300-222755,Enamine,187.58,2-amino-4-chloro-3-hydroxybenzoic acid,0.1,114,USD,10,Nc(c(O)c(cc1)Cl)c1C(O)=O
dcNL`FI]BHrJJJZF]LDQC@@@ !Bmww~_{\BbGvw__x@mww~_{\Bm?vH?P,,EN300-177150,Enamine,187.58,4-amino-3-chloro-2-hydroxybenzoic acid,0.1,268,USD,10,Nc1ccc(C(O)=O)c(O)c1Cl
dcNL`FI]BHrJJJXj\LDPS@@@ !Bmww~_{\BbGvw__x@mwvw@k]}mpK~_p,,EN300-1700111,Enamine,187.58,3-amino-4-chloro-5-hydroxybenzoic acid,0.1,98,USD,9.363,Nc1cc(C(O)=O)cc(O)c1Cl
dcNLQIy]CDJHf]{HhhmBhppPQL@@ !B?`BH@k\BbGw~@Ox@b@Jw@ox@mpJH@`,,EN300-6735505,Enamine,252.45,3-bromo-2-chloro-6-nitrophenol,0.1,221,USD,10,[O-][N+](c(ccc(Br)c1Cl)c1O)=O
dcNLQII]BHzHf]{HhhmDXppPQL@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@mpJH@`,,EN300-20887,Enamine,208,"2,6-dichloro-4-nitrophenol",0.25,19,USD,10,[O-][N+](c(cc1Cl)cc(Cl)c1O)=O
dcNLQII]BHFHf]yIf]^[hHBf@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@mpJH@`,,EN300-243490,Enamine,208,"2,4-dichloro-5-nitrophenol",1,19,USD,10,[O-][N+](c(c(Cl)c1)cc(O)c1Cl)=O
dcNLQII]BHzPf]{HhhmDXppPQL@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@mpJH@`,,EN300-631693,Enamine,191.54,2-chloro-6-fluoro-4-nitrophenol,0.1,85,USD,10,[O-][N+](c(cc1F)cc(Cl)c1O)=O
dcNLQII]BHFPf]yIf]^[hHBf@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@mpJH@`,,EN300-371955,Enamine,191.54,2-chloro-4-fluoro-5-nitrophenol,1,19,USD,10,[O-][N+](c(c(F)c1)cc(O)c1Cl)=O
dcNLQFE]CDJHZ]yIf[fzXHbF@@ !Bmww~_{\BbGvw__x@mww~_{\BmpJH@`,,EN300-6735527,Enamine,252.45,3-bromo-2-chloro-4-nitrophenol,0.1,337,USD,7.089,[O-][N+](c(c(Br)c1Cl)ccc1O)=O
dcNLQAI]BHfHF]yIf]V[hHBf@@ !Bb@JH__x@?g~H@h`B?`C~@H`BmpJH@`,,EN300-706040,Enamine,208,"2,5-dichloro-4-nitrophenol",0.5,19,USD,10,[O-][N+](c(c(Cl)c1)cc(Cl)c1O)=O
dcNLQAI]BHfPF]yIf]V[hHBf@@ !Bb@JH__x@?g~H@h`B?`C~@H`BmpJH@`,,EN300-194989,Enamine,191.54,2-chloro-5-fluoro-4-nitrophenol,0.1,96,USD,10,[O-][N+](c(c(F)c1)cc(Cl)c1O)=O
dcNLQBXYBHVHJYyIfYf{XHah@@ !Bmwvw@oy??`Bw_Xa}mwvw@h`BmpK~_p,,EN300-110285,Enamine,208,"2,4-dichloro-3-nitrophenol",0.1,19,USD,10,[O-][N+](c(c(Cl)ccc1O)c1Cl)=O
dcNLQAe]CDZHF]yIeYvkh@bf@@ !Bb@JH__x@b@JH@ha}?`C~@H`BmpJH@`,,EN300-173476,Enamine,252.45,4-bromo-2-chloro-6-nitrophenol,1,19,USD,1.348,[O-][N+](c1cc(Br)cc(Cl)c1O)=O
dcNLPMJUBHDHRYg^fzB@e`@@ !BmpJw__x@?g~w@k\B?`C~@@C~_?{~@@,,EN300-278220,Enamine,207.64,3-chloro-4-hydroxybenzene-1-sulfonamide,0.1,221,USD,10,NS(c(cc1)cc(Cl)c1O)(=O)=O
dcNHPMHHahcHhhiiUppQAV@@ !BmpK~@K]}b@Jw@oy?mpJw__x@b@JH?@,,EN300-6489060,Enamine,202.04,"2-(3,4-dichloro-2-hydroxyphenyl)acetonitrile",0.1,470,USD,0.358,N#CCc(c(O)c1Cl)ccc1Cl
dcND`MK`bDfYy]a``bl@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw_P,,EN300-10894,Enamine,183.59,3-chloro-4-hydroxy-5-methoxybenzonitrile,0.1,28,USD,10,COc1cc(C#N)cc(Cl)c1O
dcND`MI`bDfYn_i`bHl@@ !Bmww~_{\BbGvw__x@mww~_{\Bb@K~_p,,EN300-1694034,Enamine,183.59,3-chloro-2-hydroxy-4-methoxybenzonitrile,0.1,470,USD,0.24,COc(c(Cl)c1O)ccc1C#N
dcND`EJPbDfYwmn``Ih@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@K~@@,,EN300-7792413,Enamine,185.61,3-chloro-4-hydroxy-N-methylbenzamide,0.1,73,USD,0,CNC(c(cc1)cc(Cl)c1O)=O
dcNDPMYPbAbDfYf[i`JHX@@ !Bmwvw@oy?mww~@Ha}mwvw@oy?mpJH@`,,EN300-7904957,Enamine,206.03,"2,6-dichloro-3-hydroxybenzamide",0.1,420,USD,0.047,NC(c(c(Cl)ccc1O)c1Cl)=O
dcMLaBEetH`YwlbbbfagSADPp@@ !BbGvH@oy??`BH_[]}bGvH@oy??`BH_P,,EN300-6733934,Enamine,188.57,3-amino-2-chloro-4-nitrophenol,0.1,103,USD,10,Nc(c([N+]([O-])=O)ccc1O)c1Cl
dcMD`EtiBHRYg^vzB@f`@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@K~@@,,EN300-77612,Enamine,186.6,3-chloro-4-hydroxybenzohydrazide,1,19,USD,10,NNC(c(cc1)cc(Cl)c1O)=O
dcLLpDs`bHBEbLbdLTVd{KAA@@@ !B@O{~@@C~?g~H_[]}b@K~_?y?bGvw_P,,EN300-197764,Enamine,227.07,3-chloro-2-hydroxybenzene-1-sulfonyl chloride,0.1,372,USD,10,Oc(c(Cl)ccc1)c1S(Cl)(=O)=O
dcLLpDsPbHBIbLbdLRTHkK@DP@@ !B@O{~@@C~?g~H_[]}?g?~_xa}mww~_p,,EN300-276096,Enamine,227.07,3-chloro-4-hydroxybenzene-1-sulfonyl chloride,0.1,140,USD,10,Oc(ccc(S(Cl)(=O)=O)c1)c1Cl
dcLLpDrPbHBMbLbdLRTHkK@DP@@ !B@O{~@@C~?g~H_[]}?g?~_xa}mww~_p,,EN300-199037,Enamine,227.07,4-chloro-3-hydroxybenzene-1-sulfonyl chloride,0.1,342,USD,8.394,Oc(cc(cc1)S(Cl)(=O)=O)c1Cl
dcLL`B{PbDfYy]a``bd@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@`,,EN300-07241,Enamine,186.59,3-chloro-4-hydroxy-5-methoxybenzaldehyde,1,19,USD,10,COc1cc(C=O)cc(Cl)c1O
dcLL`BePbDfYuUn``JX@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@?`BH@`,,EN300-6489848,Enamine,186.59,5-chloro-4-hydroxy-2-methoxybenzaldehyde,0.1,383,USD,10,COc(c(C=O)c1)cc(O)c1Cl
dcLL`BePbDfYwmn``Ih@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@K~@@,,EN300-15508,Enamine,186.59,methyl 3-chloro-4-hydroxybenzoate,0.5,19,USD,10,COC(c(cc1)cc(Cl)c1O)=O
dcLL`BePbDfYyun``JX@@ !Bb@JH__x@?g~H@h`B?`BH__x@b@JH@`,,EN300-2088887,Enamine,186.59,3-chloro-2-hydroxy-5-methoxybenzaldehyde,0.1,156,USD,10,COc(cc1C=O)cc(Cl)c1O
dcLL`BWPbDfY}Yn``JX@@ !B?`BH@k\BbGw~@Ox@mpK~@H`B?`BH_P,,EN300-23315475,Enamine,186.59,2-(4-chloro-3-hydroxyphenyl)acetic acid,0.1,129,USD,10,OC(Cc(cc1)cc(O)c1Cl)=O
dcLL`BWPbLbbbfQcCAADp@@ !BbGw~_x`BmwvH_Xa}?`BH@h`BbGw~@@,,EN300-30899503,Enamine,186.59,3-chloro-4-hydroxy-2-methylbenzoic acid,0.1,306,USD,10,Cc(c(Cl)c(cc1)O)c1C(O)=O
dcLL`BWPbLbbbtJc]A@Tp@@ !BmpK~@K]}b@Jw@k\Bmww~@H`B?`BH_P,,EN300-1984171,Enamine,186.59,2-(3-chloro-2-hydroxyphenyl)acetic acid,0.1,342,USD,7.678,OC(Cc1cccc(Cl)c1O)=O
dcLL`BWPbDfY{Yn``JX@@ !B?`BH@k\BbGw~@Ox@mpJH@ox@?`BH_P,,EN300-1615097,Enamine,186.59,3-chloro-2-hydroxy-6-methylbenzoic acid,0.1,272,USD,10,Cc(cc1)c(C(O)=O)c(O)c1Cl
dcLL`BWPbDfYyun``Jd@@ !Bb@JH__x@?g~H@h`B?`BH__x@b@JH@`,,EN300-22089066,Enamine,186.59,3-chloro-4-hydroxy-5-(hydroxymethyl)benzaldehyde,0.1,481,USD,5.144,OCc1cc(C=O)cc(Cl)c1O
dcLL`BWPbDfYwYn``JX@@ !BmpJw__x@?g~w@k\B?`C~@H`B?`BH_P,,EN300-78453,Enamine,186.59,2-(3-chloro-4-hydroxyphenyl)acetic acid,0.25,19,USD,10,OC(Cc(cc1)cc(Cl)c1O)=O
dcLL`BWPbDfYuYn``JX@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@bGw~@@,,EN300-1693658,Enamine,186.59,5-chloro-4-hydroxy-2-methylbenzoic acid,0.1,376,USD,10,Cc(c(C(O)=O)c1)cc(O)c1Cl
dcLL`BWPbDfYoya``bX@@ !Bmww~_{\BbGvw_[]}?`Bw@h`B?`BH_P,,EN300-7829759,Enamine,186.59,2-(2-chloro-3-hydroxyphenyl)acetic acid,0.1,241,USD,10,OC(Cc1cccc(O)c1Cl)=O
